Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Russell Gage Jr. (40857252),Russell Gage Jr.,40857252,WR/FLEX,3000,CAR@SF 11/24/2025 08:15PM ET,SF,0
WR,Malik Turner (40857265),Malik Turner,40857265,WR/FLEX,3000,CAR@SF 11/24/2025 08:15PM ET,SF,0
WR,Hunter Renfrow (40857294),Hunter Renfrow,40857294,WR/FLEX,3000,CAR@SF 11/24/2025 08:15PM ET,CAR,5.98
WR,Dan Chisena (40857345),Dan Chisena,40857345,WR/FLEX,3000,CAR@SF 11/24/2025 08:15PM ET,CAR,0
WR,David Moore (40857492),David Moore,40857492,WR/FLEX,3000,CAR@SF 11/24/2025 08:15PM ET,CAR,0.68
WR,Brycen Tremayne (40857693),Brycen Tremayne,40857693,WR/FLEX,3000,CAR@SF 11/24/2025 08:15PM ET,CAR,2.53
WR,Skyy Moore (40857889),Skyy Moore,40857889,WR/FLEX,3000,CAR@SF 11/24/2025 08:15PM ET,SF,0.96
WR,Ainias Smith (40857911),Ainias Smith,40857911,WR/FLEX,3000,CAR@SF 11/24/2025 08:15PM ET,CAR,0
WR,Jacob Cowing (40857925),Jacob Cowing,40857925,WR/FLEX,3000,CAR@SF 11/24/2025 08:15PM ET,SF,0
WR,Jordan Watkins (40858029),Jordan Watkins,40858029,WR/FLEX,3000,CAR@SF 11/24/2025 08:15PM ET,SF,1.53
WR,Jimmy Horn Jr. (40858213),Jimmy Horn Jr.,40858213,WR/FLEX,3000,CAR@SF 11/24/2025 08:15PM ET,CAR,2.12
WR,Ja'seem Reed (40858215),Ja'seem Reed,40858215,WR/FLEX,3000,CAR@SF 11/24/2025 08:15PM ET,CAR,0
WR,Junior Bergen (40858231),Junior Bergen,40858231,WR/FLEX,3000,CAR@SF 11/24/2025 08:15PM ET,SF,0
TE,Jonnu Smith (40857217),Jonnu Smith,40857217,TE/FLEX,2900,PIT@CHI 11/23/2025 01:00PM ET,PIT,5.53
TE,Hunter Long (40857535),Hunter Long,40857535,TE/FLEX,2900,JAX@ARI 11/23/2025 04:05PM ET,JAX,4.06
DST,Browns  (40857095),Browns ,40857095,DST,2900,CLE@LV 11/23/2025 04:05PM ET,CLE,8
TE,Isaiah Likely (40857707),Isaiah Likely,40857707,TE/FLEX,2800,NYJ@BAL 11/23/2025 01:00PM ET,BAL,3.4
DST,Steelers  (40857111),Steelers ,40857111,DST,2800,PIT@CHI 11/23/2025 01:00PM ET,PIT,8.4
TE,Darnell Washington (40858017),Darnell Washington,40858017,TE/FLEX,2800,PIT@CHI 11/23/2025 01:00PM ET,PIT,4.69
DST,Rams  (40857103),Rams ,40857103,DST,2800,TB@LAR 11/23/2025 08:20PM ET,LAR,8.6
TE,Gunnar Helm (40858139),Gunnar Helm,40858139,TE/FLEX,2700,SEA@TEN 11/23/2025 01:00PM ET,TEN,5.16
DST,Cardinals  (40857110),Cardinals ,40857110,DST,2700,JAX@ARI 11/23/2025 04:05PM ET,ARI,5.5
TE,Taysom Hill (40857134),Taysom Hill,40857134,TE/FLEX,2700,ATL@NO 11/23/2025 04:25PM ET,NO,2.79
TE,Ja'Tavion Sanders (40858227),Ja'Tavion Sanders,40858227,TE/FLEX,2700,CAR@SF 11/24/2025 08:15PM ET,CAR,5.12
TE,Mike Gesicki (40857276),Mike Gesicki,40857276,TE/FLEX,2600,NE@CIN 11/23/2025 01:00PM ET,CIN,2.35
TE,Johnny Mundt (40857207),Johnny Mundt,40857207,TE/FLEX,2600,JAX@ARI 11/23/2025 04:05PM ET,JAX,1.53
DST,Cowboys  (40857096),Cowboys ,40857096,DST,2600,PHI@DAL 11/23/2025 04:25PM ET,DAL,4.8
TE,Tyler Higbee (40857152),Tyler Higbee,40857152,TE/FLEX,2600,TB@LAR 11/23/2025 08:20PM ET,LAR,5.67
DST,Panthers  (40857115),Panthers ,40857115,DST,2600,CAR@SF 11/24/2025 08:15PM ET,CAR,5.27
TE,Scotty Washington (40857355),Scotty Washington,40857355,TE/FLEX,2500,NYJ@BAL 11/23/2025 01:00PM ET,BAL,0
TE,Jelani Woods (40857453),Jelani Woods,40857453,TE/FLEX,2500,NYJ@BAL 11/23/2025 01:00PM ET,NYJ,0
TE,Stone Smartt (40857504),Stone Smartt,40857504,TE/FLEX,2500,NYJ@BAL 11/23/2025 01:00PM ET,NYJ,0
TE,Charlie Kolar (40857517),Charlie Kolar,40857517,TE/FLEX,2500,NYJ@BAL 11/23/2025 01:00PM ET,BAL,2.78
TE,Jeremy Ruckert (40857678),Jeremy Ruckert,40857678,TE/FLEX,2500,NYJ@BAL 11/23/2025 01:00PM ET,NYJ,3.19
TE,Durham Smythe (40857231),Durham Smythe,40857231,TE/FLEX,2500,PIT@CHI 11/23/2025 01:00PM ET,CHI,0.18
TE,Matt Sokol (40857258),Matt Sokol,40857258,TE/FLEX,2500,PIT@CHI 11/23/2025 01:00PM ET,PIT,0
TE,Donald Parham Jr. (40857317),Donald Parham Jr.,40857317,TE/FLEX,2500,PIT@CHI 11/23/2025 01:00PM ET,PIT,0
TE,Stephen Carlson (40857334),Stephen Carlson,40857334,TE/FLEX,2500,PIT@CHI 11/23/2025 01:00PM ET,CHI,0
TE,Connor Heyward (40857508),Connor Heyward,40857508,TE/FLEX,2500,PIT@CHI 11/23/2025 01:00PM ET,PIT,1.07
TE,Cole Kmet (40857562),Cole Kmet,40857562,TE/FLEX,2500,PIT@CHI 11/23/2025 01:00PM ET,CHI,4.58
TE,Nikola Kalinic (40857822),Nikola Kalinic,40857822,TE/FLEX,2500,PIT@CHI 11/23/2025 01:00PM ET,CHI,0
TE,Austin Hooper (40857205),Austin Hooper,40857205,TE/FLEX,2500,NE@CIN 11/23/2025 01:00PM ET,NE,3.64
TE,Drew Sample (40857283),Drew Sample,40857283,TE/FLEX,2500,NE@CIN 11/23/2025 01:00PM ET,CIN,1.34
TE,Thomas Odukoya (40857614),Thomas Odukoya,40857614,TE/FLEX,2500,NE@CIN 11/23/2025 01:00PM ET,NE,0
TE,Tanner Hudson (40857642),Tanner Hudson,40857642,TE/FLEX,2500,NE@CIN 11/23/2025 01:00PM ET,CIN,3.04
TE,Erick All Jr. (40857803),Erick All Jr.,40857803,TE/FLEX,2500,NE@CIN 11/23/2025 01:00PM ET,CIN,0
TE,William Wagner (40857921),William Wagner,40857921,TE/FLEX,2500,NE@CIN 11/23/2025 01:00PM ET,CIN,0
